Country,Year,Cause_of_Death,Number_of_Deaths
Brunei,2011,Self.harm,19
Brunei,2011,Diabetes_mellitus,138
Brunei,2011,Poisonings,1
Brunei,2011,Cardiovascular,383
Brunei,2011,Kidney_disease,54
Brunei,2011,Respiratory_diseases,74
Brunei,2011,Liver_diseases,23
Brunei,2011,Digestive_diseases,45
Brunei,2011,Alzheimer_disease,16
Brunei,2011,Parkinson_disease,9
Brunei,2012,Meningitis,1
Brunei,2012,Neoplasms,394
Brunei,2012,Malaria,0
Brunei,2012,Drowning,15
Brunei,2012,Interpersonal_violence,6
Brunei,2012,HIV,5
Brunei,2012,Drug_use_disorders,2
Brunei,2012,Road_injuries,55
Brunei,2012,Maternal_disorders,2
Brunei,2012,Alcohol_use_disorders,1
Brunei,2012,Diarrheal,2
Brunei,2012,Nutritional_deficiencies,1
Brunei,2012,Self.harm,20
Brunei,2012,Diabetes_mellitus,141
Brunei,2012,Poisonings,1
Brunei,2012,Cardiovascular,390
Brunei,2012,Kidney_disease,57
Brunei,2012,Respiratory_diseases,75
Brunei,2012,Liver_diseases,24
Brunei,2012,Digestive_diseases,47
Brunei,2012,Alzheimer_disease,17
Brunei,2012,Parkinson_disease,9
Brunei,2013,Meningitis,1
Brunei,2013,Neoplasms,416
Brunei,2013,Malaria,0
Brunei,2013,Drowning,15
Brunei,2013,Interpersonal_violence,6
Brunei,2013,HIV,5
Brunei,2013,Drug_use_disorders,2
Brunei,2013,Road_injuries,56
Brunei,2013,Maternal_disorders,3
Brunei,2013,Alcohol_use_disorders,1
Brunei,2013,Diarrheal,3
Brunei,2013,Nutritional_deficiencies,1
Brunei,2013,Self.harm,21
Brunei,2013,Diabetes_mellitus,146
Brunei,2013,Poisonings,1
Brunei,2013,Cardiovascular,407
Brunei,2013,Kidney_disease,61
Brunei,2013,Respiratory_diseases,78
Brunei,2013,Liver_diseases,25
Brunei,2013,Digestive_diseases,49
Brunei,2013,Alzheimer_disease,18
Brunei,2013,Parkinson_disease,10
Brunei,2014,Meningitis,1
Brunei,2014,Neoplasms,434
Brunei,2014,Malaria,0
Brunei,2014,Drowning,15
Brunei,2014,Interpersonal_violence,6
Brunei,2014,HIV,5
Brunei,2014,Drug_use_disorders,2
Brunei,2014,Road_injuries,56
Brunei,2014,Maternal_disorders,3
Brunei,2014,Alcohol_use_disorders,1
Brunei,2014,Diarrheal,3
Brunei,2014,Nutritional_deficiencies,1
Brunei,2014,Self.harm,22
Brunei,2014,Diabetes_mellitus,149
Brunei,2014,Poisonings,1
Brunei,2014,Cardiovascular,421
Brunei,2014,Kidney_disease,65
Brunei,2014,Respiratory_diseases,79
Brunei,2014,Liver_diseases,26
Brunei,2014,Digestive_diseases,51
Brunei,2014,Alzheimer_disease,19
Brunei,2014,Parkinson_disease,10
Brunei,2015,Meningitis,1
Brunei,2015,Neoplasms,453
Brunei,2015,Malaria,0
Brunei,2015,Drowning,15
Brunei,2015,Interpersonal_violence,6
Brunei,2015,HIV,6
Brunei,2015,Drug_use_disorders,2
Brunei,2015,Road_injuries,56
Brunei,2015,Maternal_disorders,3
Brunei,2015,Alcohol_use_disorders,1
Brunei,2015,Diarrheal,3
Brunei,2015,Nutritional_deficiencies,1
Brunei,2015,Self.harm,22
Brunei,2015,Diabetes_mellitus,152
Brunei,2015,Poisonings,1
Brunei,2015,Cardiovascular,436
Brunei,2015,Kidney_disease,68
Brunei,2015,Respiratory_diseases,81
Brunei,2015,Liver_diseases,27
Brunei,2015,Digestive_diseases,53
Brunei,2015,Alzheimer_disease,19
Brunei,2015,Parkinson_disease,11
Brunei,2016,Meningitis,1
Brunei,2016,Neoplasms,473
Brunei,2016,Malaria,0
Brunei,2016,Drowning,15
Brunei,2016,Interpersonal_violence,6
Brunei,2016,HIV,5
Brunei,2016,Drug_use_disorders,2
Brunei,2016,Road_injuries,56
Brunei,2016,Maternal_disorders,2
Brunei,2016,Alcohol_use_disorders,1
Brunei,2016,Diarrheal,3
Brunei,2016,Nutritional_deficiencies,1
Brunei,2016,Self.harm,23
Brunei,2016,Diabetes_mellitus,153
Brunei,2016,Poisonings,1
Brunei,2016,Cardiovascular,453
Brunei,2016,Kidney_disease,72
Brunei,2016,Respiratory_diseases,83
Brunei,2016,Liver_diseases,28
Brunei,2016,Digestive_diseases,55
Brunei,2016,Alzheimer_disease,20
Brunei,2016,Parkinson_disease,11
Brunei,2017,Meningitis,1
Brunei,2017,Neoplasms,491
Brunei,2017,Malaria,0
Brunei,2017,Drowning,16
Brunei,2017,Interpersonal_violence,6
Brunei,2017,HIV,5
Brunei,2017,Drug_use_disorders,2
Brunei,2017,Road_injuries,59
Brunei,2017,Maternal_disorders,3
Brunei,2017,Alcohol_use_disorders,1
Brunei,2017,Diarrheal,3
Brunei,2017,Nutritional_deficiencies,1
Brunei,2017,Self.harm,23
Brunei,2017,Diabetes_mellitus,159
Brunei,2017,Poisonings,1
Brunei,2017,Cardiovascular,472
Brunei,2017,Kidney_disease,74
Brunei,2017,Respiratory_diseases,86
Brunei,2017,Liver_diseases,29
Brunei,2017,Digestive_diseases,57
Brunei,2017,Alzheimer_disease,21
Brunei,2017,Parkinson_disease,12
Brunei,2018,Meningitis,2
Brunei,2018,Neoplasms,510
Brunei,2018,Malaria,0
Brunei,2018,Drowning,16
Brunei,2018,Interpersonal_violence,6
Brunei,2018,HIV,5
Brunei,2018,Drug_use_disorders,2
Brunei,2018,Road_injuries,60
Brunei,2018,Maternal_disorders,3
Brunei,2018,Alcohol_use_disorders,1
Brunei,2018,Diarrheal,3
Brunei,2018,Nutritional_deficiencies,1
Brunei,2018,Self.harm,24
Brunei,2018,Diabetes_mellitus,165
Brunei,2018,Poisonings,1
Brunei,2018,Cardiovascular,491
Brunei,2018,Kidney_disease,76
Brunei,2018,Respiratory_diseases,90
Brunei,2018,Liver_diseases,30
Brunei,2018,Digestive_diseases,59
Brunei,2018,Alzheimer_disease,22
Brunei,2018,Parkinson_disease,12
Brunei,2019,Meningitis,2
Brunei,2019,Neoplasms,528
Brunei,2019,Malaria,0
Brunei,2019,Drowning,16
Brunei,2019,Interpersonal_violence,6
Brunei,2019,HIV,5
Brunei,2019,Drug_use_disorders,2
Brunei,2019,Road_injuries,61
Brunei,2019,Maternal_disorders,3
Brunei,2019,Alcohol_use_disorders,2
Brunei,2019,Diarrheal,3
Brunei,2019,Nutritional_deficiencies,1
Brunei,2019,Self.harm,25
Brunei,2019,Diabetes_mellitus,171
Brunei,2019,Poisonings,1
Brunei,2019,Cardiovascular,508
Brunei,2019,Kidney_disease,78
Brunei,2019,Respiratory_diseases,93
Brunei,2019,Liver_diseases,31
Brunei,2019,Digestive_diseases,61
Brunei,2019,Alzheimer_disease,24
Brunei,2019,Parkinson_disease,13
Cambodia,2009,Meningitis,357
Cambodia,2009,Neoplasms,9944
Cambodia,2009,Malaria,603
Cambodia,2009,Drowning,1199
Cambodia,2009,Interpersonal_violence,479
Cambodia,2009,HIV,3920
Cambodia,2009,Drug_use_disorders,28
Cambodia,2009,Road_injuries,2774
Cambodia,2009,Maternal_disorders,711
Cambodia,2009,Alcohol_use_disorders,108
Cambodia,2009,Diarrheal,2360
Cambodia,2009,Nutritional_deficiencies,720
Cambodia,2009,Self.harm,696
Cambodia,2009,Diabetes_mellitus,2456
Cambodia,2009,Poisonings,76
Cambodia,2009,Cardiovascular,21722
Cambodia,2009,Kidney_disease,1629
Cambodia,2009,Respiratory_diseases,3850
Cambodia,2009,Liver_diseases,6705
Cambodia,2009,Digestive_diseases,10206
Cambodia,2009,Alzheimer_disease,1147
Cambodia,2009,Parkinson_disease,280
Cambodia,2010,Meningitis,312
Cambodia,2010,Neoplasms,10345
Cambodia,2010,Malaria,335
Cambodia,2010,Drowning,1183
Cambodia,2010,Interpersonal_violence,495
Cambodia,2010,HIV,3361
Cambodia,2010,Drug_use_disorders,29
Cambodia,2010,Road_injuries,2800
Cambodia,2010,Maternal_disorders,668
Cambodia,2010,Alcohol_use_disorders,110
Cambodia,2010,Diarrheal,2250
Cambodia,2010,Nutritional_deficiencies,679
Cambodia,2010,Self.harm,708
Cambodia,2010,Diabetes_mellitus,2563
Cambodia,2010,Poisonings,75
Cambodia,2010,Cardiovascular,22564
Cambodia,2010,Kidney_disease,1684
Cambodia,2010,Respiratory_diseases,3971
Cambodia,2010,Liver_diseases,6846
Cambodia,2010,Digestive_diseases,10371
Cambodia,2010,Alzheimer_disease,1209
Cambodia,2010,Parkinson_disease,295
Cambodia,2011,Meningitis,289
Cambodia,2011,Neoplasms,10723
Cambodia,2011,Malaria,320
Cambodia,2011,Drowning,1136
Cambodia,2011,Interpersonal_violence,498
Cambodia,2011,HIV,2875
Cambodia,2011,Drug_use_disorders,29
Cambodia,2011,Road_injuries,2790
Cambodia,2011,Maternal_disorders,595
Cambodia,2011,Alcohol_use_disorders,112
Cambodia,2011,Diarrheal,2142
Cambodia,2011,Nutritional_deficiencies,642
Cambodia,2011,Self.harm,711
Cambodia,2011,Diabetes_mellitus,2670
Cambodia,2011,Poisonings,74
Cambodia,2011,Cardiovascular,23410
Cambodia,2011,Kidney_disease,1735
Cambodia,2011,Respiratory_diseases,4090
Cambodia,2011,Liver_diseases,6959
Cambodia,2011,Digestive_diseases,10494
Cambodia,2011,Alzheimer_disease,1273
Cambodia,2011,Parkinson_disease,310
Cambodia,2012,Meningitis,279
Cambodia,2012,Neoplasms,11114
Cambodia,2012,Malaria,148
Cambodia,2012,Drowning,1136
Cambodia,2012,Interpersonal_violence,513
Cambodia,2012,HIV,2521
Cambodia,2012,Drug_use_disorders,30
Cambodia,2012,Road_injuries,2801
Cambodia,2012,Maternal_disorders,561
Cambodia,2012,Alcohol_use_disorders,114
Cambodia,2012,Diarrheal,2067
Cambodia,2012,Nutritional_deficiencies,618
Cambodia,2012,Self.harm,718
Cambodia,2012,Diabetes_mellitus,2768
Cambodia,2012,Poisonings,74
Cambodia,2012,Cardiovascular,24179
Cambodia,2012,Kidney_disease,1783
Cambodia,2012,Respiratory_diseases,4186
Cambodia,2012,Liver_diseases,7085
Cambodia,2012,Digestive_diseases,10631
Cambodia,2012,Alzheimer_disease,1335
Cambodia,2012,Parkinson_disease,324
Cambodia,2013,Meningitis,262
Cambodia,2013,Neoplasms,11526
Cambodia,2013,Malaria,84
Cambodia,2013,Drowning,1109
Cambodia,2013,Interpersonal_violence,513
Cambodia,2013,HIV,2290
Cambodia,2013,Drug_use_disorders,31
Cambodia,2013,Road_injuries,2804
Cambodia,2013,Maternal_disorders,559
Cambodia,2013,Alcohol_use_disorders,116
Cambodia,2013,Diarrheal,1982
Cambodia,2013,Nutritional_deficiencies,594
Cambodia,2013,Self.harm,724
Cambodia,2013,Diabetes_mellitus,2876
Cambodia,2013,Poisonings,73
Cambodia,2013,Cardiovascular,24962
Cambodia,2013,Kidney_disease,1835
Cambodia,2013,Respiratory_diseases,4281
Cambodia,2013,Liver_diseases,7208
Cambodia,2013,Digestive_diseases,10757
Cambodia,2013,Alzheimer_disease,1399
Cambodia,2013,Parkinson_disease,338
Cambodia,2014,Meningitis,257
Cambodia,2014,Neoplasms,11963
Cambodia,2014,Malaria,118
Cambodia,2014,Drowning,1113
Cambodia,2014,Interpersonal_violence,514
Cambodia,2014,HIV,2121
Cambodia,2014,Drug_use_disorders,32
Cambodia,2014,Road_injuries,2828
Cambodia,2014,Maternal_disorders,555
Cambodia,2014,Alcohol_use_disorders,119
Cambodia,2014,Diarrheal,1934
Cambodia,2014,Nutritional_deficiencies,581
Cambodia,2014,Self.harm,734
Cambodia,2014,Diabetes_mellitus,2984
Cambodia,2014,Poisonings,73
Cambodia,2014,Cardiovascular,25734
Cambodia,2014,Kidney_disease,1886
Cambodia,2014,Respiratory_diseases,4379
Cambodia,2014,Liver_diseases,7369
Cambodia,2014,Digestive_diseases,10941
Cambodia,2014,Alzheimer_disease,1461
Cambodia,2014,Parkinson_disease,352
Cambodia,2015,Meningitis,174
Cambodia,2015,Neoplasms,12436
Cambodia,2015,Malaria,138
Cambodia,2015,Drowning,1108
Cambodia,2015,Interpersonal_violence,514
Cambodia,2015,HIV,1961
Cambodia,2015,Drug_use_disorders,33
Cambodia,2015,Road_injuries,2849
Cambodia,2015,Maternal_disorders,535
Cambodia,2015,Alcohol_use_disorders,121
Cambodia,2015,Diarrheal,1893
Cambodia,2015,Nutritional_deficiencies,569
Cambodia,2015,Self.harm,748
Cambodia,2015,Diabetes_mellitus,3103
Cambodia,2015,Poisonings,74
Cambodia,2015,Cardiovascular,26558
Cambodia,2015,Kidney_disease,1943
Cambodia,2015,Respiratory_diseases,4485
Cambodia,2015,Liver_diseases,7554
Cambodia,2015,Digestive_diseases,11160
Cambodia,2015,Alzheimer_disease,1526
Cambodia,2015,Parkinson_disease,367
Cambodia,2016,Meningitis,159
Cambodia,2016,Neoplasms,12927
Cambodia,2016,Malaria,94
Cambodia,2016,Drowning,1098
Cambodia,2016,Interpersonal_violence,514
Cambodia,2016,HIV,1825
Cambodia,2016,Drug_use_disorders,34
Cambodia,2016,Road_injuries,2870
Cambodia,2016,Maternal_disorders,519
Cambodia,2016,Alcohol_use_disorders,124
Cambodia,2016,Diarrheal,1853
Cambodia,2016,Nutritional_deficiencies,557
Cambodia,2016,Self.harm,764
Cambodia,2016,Diabetes_mellitus,3229
Cambodia,2016,Poisonings,73
Cambodia,2016,Cardiovascular,27398
Cambodia,2016,Kidney_disease,2004
Cambodia,2016,Respiratory_diseases,4595
Cambodia,2016,Liver_diseases,7760
Cambodia,2016,Digestive_diseases,11411
Cambodia,2016,Alzheimer_disease,1591
Cambodia,2016,Parkinson_disease,383
Cambodia,2017,Meningitis,147
Cambodia,2017,Neoplasms,13424
Cambodia,2017,Malaria,152
Cambodia,2017,Drowning,1075
Cambodia,2017,Interpersonal_violence,505
Cambodia,2017,HIV,1690
Cambodia,2017,Drug_use_disorders,35
Cambodia,2017,Road_injuries,2876
Cambodia,2017,Maternal_disorders,501
Cambodia,2017,Alcohol_use_disorders,127
Cambodia,2017,Diarrheal,1844
Cambodia,2017,Nutritional_deficiencies,548
Cambodia,2017,Self.harm,775
Cambodia,2017,Diabetes_mellitus,3346
Cambodia,2017,Poisonings,73
Cambodia,2017,Cardiovascular,28304
Cambodia,2017,Kidney_disease,2059
Cambodia,2017,Respiratory_diseases,4711
Cambodia,2017,Liver_diseases,8028
Cambodia,2017,Digestive_diseases,11757
Cambodia,2017,Alzheimer_disease,1655
Cambodia,2017,Parkinson_disease,400
Cambodia,2018,Meningitis,138
Cambodia,2018,Neoplasms,13998
Cambodia,2018,Malaria,66
Cambodia,2018,Drowning,1065
Cambodia,2018,Interpersonal_violence,501
Cambodia,2018,HIV,1539
Cambodia,2018,Drug_use_disorders,36
Cambodia,2018,Road_injuries,2895
Cambodia,2018,Maternal_disorders,488
Cambodia,2018,Alcohol_use_disorders,130
Cambodia,2018,Diarrheal,1777
Cambodia,2018,Nutritional_deficiencies,539
Cambodia,2018,Self.harm,784
Cambodia,2018,Diabetes_mellitus,3490
Cambodia,2018,Poisonings,72
Cambodia,2018,Cardiovascular,29323
Cambodia,2018,Kidney_disease,2127
Cambodia,2018,Respiratory_diseases,4840
Cambodia,2018,Liver_diseases,8211
Cambodia,2018,Digestive_diseases,11976
Cambodia,2018,Alzheimer_disease,1725
Cambodia,2018,Parkinson_disease,421
Cambodia,2019,Meningitis,129
Cambodia,2019,Neoplasms,14553
Cambodia,2019,Malaria,57
Cambodia,2019,Drowning,1048
Cambodia,2019,Interpersonal_violence,495
Cambodia,2019,HIV,1416
Cambodia,2019,Drug_use_disorders,37
Cambodia,2019,Road_injuries,2911
Cambodia,2019,Maternal_disorders,477
Cambodia,2019,Alcohol_use_disorders,133
Cambodia,2019,Diarrheal,1718
Cambodia,2019,Nutritional_deficiencies,532
Cambodia,2019,Self.harm,785
Cambodia,2019,Diabetes_mellitus,3631
Cambodia,2019,Poisonings,72
Cambodia,2019,Cardiovascular,30313
Cambodia,2019,Kidney_disease,2193
Cambodia,2019,Respiratory_diseases,4959
Cambodia,2019,Liver_diseases,8388
Cambodia,2019,Digestive_diseases,12188
Cambodia,2019,Alzheimer_disease,1794
Cambodia,2019,Parkinson_disease,442
China,2009,Meningitis,8394
China,2009,Neoplasms,2214787
China,2009,Malaria,9
China,2009,Drowning,72888
China,2009,Interpersonal_violence,20659
China,2009,HIV,16364
China,2009,Drug_use_disorders,9981
China,2009,Road_injuries,329237
China,2009,Maternal_disorders,4207
China,2009,Alcohol_use_disorders,21192
China,2009,Diarrheal,8901
China,2009,Nutritional_deficiencies,10874
China,2009,Self.harm,150572
China,2009,Diabetes_mellitus,128147
China,2009,Poisonings,30105
China,2009,Cardiovascular,3669964
China,2009,Kidney_disease,152838
China,2009,Respiratory_diseases,1145608
China,2009,Liver_diseases,164921
China,2009,Digestive_diseases,288756
China,2009,Alzheimer_disease,208139
China,2009,Parkinson_disease,57485
China,2010,Meningitis,8341
China,2010,Neoplasms,2265802
China,2010,Malaria,12
China,2010,Drowning,70955
China,2010,Interpersonal_violence,18926
China,2010,HIV,16722
China,2010,Drug_use_disorders,9838
China,2010,Road_injuries,327545
China,2010,Maternal_disorders,3762
China,2010,Alcohol_use_disorders,21077
China,2010,Diarrheal,7891
China,2010,Nutritional_deficiencies,11293
China,2010,Self.harm,146044
China,2010,Diabetes_mellitus,132114
China,2010,Poisonings,30838
China,2010,Cardiovascular,3831636
China,2010,Kidney_disease,160396
China,2010,Respiratory_diseases,1139700
China,2010,Liver_diseases,162119
China,2010,Digestive_diseases,285663
China,2010,Alzheimer_disease,218436
China,2010,Parkinson_disease,60241
China,2011,Meningitis,8193
China,2011,Neoplasms,2296328
China,2011,Malaria,11
China,2011,Drowning,66696
China,2011,Interpersonal_violence,17477
China,2011,HIV,17075
China,2011,Drug_use_disorders,9567
China,2011,Road_injuries,315824
China,2011,Maternal_disorders,3350
China,2011,Alcohol_use_disorders,20738
China,2011,Diarrheal,7198
China,2011,Nutritional_deficiencies,11739
China,2011,Self.harm,139061
China,2011,Diabetes_mellitus,134980
China,2011,Poisonings,30883
China,2011,Cardiovascular,3937801
China,2011,Kidney_disease,165833
China,2011,Respiratory_diseases,1115828
China,2011,Liver_diseases,158710
China,2011,Digestive_diseases,281834
China,2011,Alzheimer_disease,225852
China,2011,Parkinson_disease,61781
China,2012,Meningitis,8057
China,2012,Neoplasms,2318471
China,2012,Malaria,0
China,2012,Drowning,65110
China,2012,Interpersonal_violence,16177
China,2012,HIV,16455
China,2012,Drug_use_disorders,9170
China,2012,Road_injuries,300970
China,2012,Maternal_disorders,3015
China,2012,Alcohol_use_disorders,20458
China,2012,Diarrheal,6779
China,2012,Nutritional_deficiencies,12120
China,2012,Self.harm,131641
China,2012,Diabetes_mellitus,137073
China,2012,Poisonings,30494
China,2012,Cardiovascular,3973790
China,2012,Kidney_disease,169494
China,2012,Respiratory_diseases,1083590
China,2012,Liver_diseases,155219
China,2012,Digestive_diseases,277791
China,2012,Alzheimer_disease,232656
China,2012,Parkinson_disease,62640
China,2013,Meningitis,7971
China,2013,Neoplasms,2337453
China,2013,Malaria,0
China,2013,Drowning,63152
China,2013,Interpersonal_violence,15134
China,2013,HIV,17728
China,2013,Drug_use_disorders,8989
China,2013,Road_injuries,288937
China,2013,Maternal_disorders,2761
China,2013,Alcohol_use_disorders,20181
China,2013,Diarrheal,6452
China,2013,Nutritional_deficiencies,12748
China,2013,Self.harm,126196
China,2013,Diabetes_mellitus,140303
China,2013,Poisonings,30263
China,2013,Cardiovascular,4049045
China,2013,Kidney_disease,173650
China,2013,Respiratory_diseases,1058374
China,2013,Liver_diseases,151718
China,2013,Digestive_diseases,273718
China,2013,Alzheimer_disease,239240
China,2013,Parkinson_disease,63853
China,2014,Meningitis,7740
China,2014,Neoplasms,2378155
China,2014,Malaria,0
China,2014,Drowning,62733
China,2014,Interpersonal_violence,14194
China,2014,HIV,21784
China,2014,Drug_use_disorders,8980
China,2014,Road_injuries,279949
China,2014,Maternal_disorders,2340
China,2014,Alcohol_use_disorders,20069
China,2014,Diarrheal,6131
China,2014,Nutritional_deficiencies,13528
China,2014,Self.harm,123006
China,2014,Diabetes_mellitus,145136
China,2014,Poisonings,29957
China,2014,Cardiovascular,4120839
China,2014,Kidney_disease,177089
China,2014,Respiratory_diseases,1042132
China,2014,Liver_diseases,149653
China,2014,Digestive_diseases,271449
China,2014,Alzheimer_disease,249056
China,2014,Parkinson_disease,65555
China,2015,Meningitis,7553
China,2015,Neoplasms,2414868
China,2015,Malaria,0
China,2015,Drowning,61489
China,2015,Interpersonal_violence,13512
China,2015,HIV,26060
China,2015,Drug_use_disorders,8872
China,2015,Road_injuries,268987
China,2015,Maternal_disorders,2341
China,2015,Alcohol_use_disorders,19893
China,2015,Diarrheal,6078
China,2015,Nutritional_deficiencies,14487
China,2015,Self.harm,120453
China,2015,Diabetes_mellitus,149030
China,2015,Poisonings,29323
China,2015,Cardiovascular,4180060
China,2015,Kidney_disease,179638
China,2015,Respiratory_diseases,1029418
China,2015,Liver_diseases,148056
China,2015,Digestive_diseases,270036
China,2015,Alzheimer_disease,259217
China,2015,Parkinson_disease,66761
China,2016,Meningitis,7550
China,2016,Neoplasms,2477718
China,2016,Malaria,0
China,2016,Drowning,61049
China,2016,Interpersonal_violence,13076
China,2016,HIV,29402
China,2016,Drug_use_disorders,8964
China,2016,Road_injuries,262951
China,2016,Maternal_disorders,2510
China,2016,Alcohol_use_disorders,19803
China,2016,Diarrheal,6243
China,2016,Nutritional_deficiencies,15827
China,2016,Self.harm,121045
China,2016,Diabetes_mellitus,155700
China,2016,Poisonings,29051
China,2016,Cardiovascular,4292981
China,2016,Kidney_disease,184528
China,2016,Respiratory_diseases,1039047
China,2016,Liver_diseases,148104
China,2016,Digestive_diseases,271648
China,2016,Alzheimer_disease,275481
China,2016,Parkinson_disease,69364
China,2017,Meningitis,7228
China,2017,Neoplasms,2543288
China,2017,Malaria,0
China,2017,Drowning,59354
China,2017,Interpersonal_violence,12523
China,2017,HIV,31031
China,2017,Drug_use_disorders,9499
China,2017,Road_injuries,257068
China,2017,Maternal_disorders,2083
China,2017,Alcohol_use_disorders,19627
China,2017,Diarrheal,6050
China,2017,Nutritional_deficiencies,16572
China,2017,Self.harm,121412
China,2017,Diabetes_mellitus,161250
China,2017,Poisonings,28345
China,2017,Cardiovascular,4378469
China,2017,Kidney_disease,187685
China,2017,Respiratory_diseases,1040384
China,2017,Liver_diseases,149472
China,2017,Digestive_diseases,273724
China,2017,Alzheimer_disease,291962
China,2017,Parkinson_disease,71490
China,2018,Meningitis,6798
China,2018,Neoplasms,2621322
China,2018,Malaria,0
China,2018,Drowning,57898
China,2018,Interpersonal_violence,12197
China,2018,HIV,31707
China,2018,Drug_use_disorders,10569
China,2018,Road_injuries,253799
China,2018,Maternal_disorders,1725
China,2018,Alcohol_use_disorders,19499
China,2018,Diarrheal,5618
China,2018,Nutritional_deficiencies,16630
China,2018,Self.harm,121610
China,2018,Diabetes_mellitus,166694
China,2018,Poisonings,27623
China,2018,Cardiovascular,4459245
China,2018,Kidney_disease,191351
China,2018,Respiratory_diseases,1054610
China,2018,Liver_diseases,149792
China,2018,Digestive_diseases,273223
China,2018,Alzheimer_disease,306747
China,2018,Parkinson_disease,73789
China,2019,Meningitis,6465
China,2019,Neoplasms,2716551
China,2019,Malaria,0
China,2019,Drowning,56524
China,2019,Interpersonal_violence,11970
China,2019,HIV,31746
China,2019,Drug_use_disorders,11445
China,2019,Road_injuries,250025
China,2019,Maternal_disorders,1537
China,2019,Alcohol_use_disorders,19459
China,2019,Diarrheal,5440
China,2019,Nutritional_deficiencies,16863
China,2019,Self.harm,121217
China,2019,Diabetes_mellitus,172892
China,2019,Poisonings,27084
China,2019,Cardiovascular,4584273
China,2019,Kidney_disease,196726
China,2019,Respiratory_diseases,1085273
China,2019,Liver_diseases,152262
China,2019,Digestive_diseases,277142
China,2019,Alzheimer_disease,320715
China,2019,Parkinson_disease,76990
Cyprus,2009,Meningitis,3
Cyprus,2009,Neoplasms,1764
Cyprus,2009,Malaria,0
Cyprus,2009,Drowning,27
Cyprus,2009,Interpersonal_violence,21
Cyprus,2009,HIV,4
Cyprus,2009,Drug_use_disorders,14
Cyprus,2009,Road_injuries,156
Cyprus,2009,Maternal_disorders,1
Cyprus,2009,Alcohol_use_disorders,8
Cyprus,2009,Diarrheal,13
Cyprus,2009,Nutritional_deficiencies,6
Cyprus,2009,Self.harm,58
Cyprus,2009,Diabetes_mellitus,485
Cyprus,2009,Poisonings,2
Cyprus,2009,Cardiovascular,2738
Cyprus,2009,Kidney_disease,268
Cyprus,2009,Respiratory_diseases,403
Cyprus,2009,Liver_diseases,117
Cyprus,2009,Digestive_diseases,288
Cyprus,2009,Alzheimer_disease,214
Cyprus,2009,Parkinson_disease,72
Cyprus,2010,Meningitis,3
Cyprus,2010,Neoplasms,1805
Cyprus,2010,Malaria,0
Cyprus,2010,Drowning,25
Cyprus,2010,Interpersonal_violence,21
Cyprus,2010,HIV,4
Cyprus,2010,Drug_use_disorders,14
Cyprus,2010,Road_injuries,142
Cyprus,2010,Maternal_disorders,1
Cyprus,2010,Alcohol_use_disorders,8
Cyprus,2010,Diarrheal,14
Cyprus,2010,Nutritional_deficiencies,6
Cyprus,2010,Self.harm,58
Cyprus,2010,Diabetes_mellitus,476
Cyprus,2010,Poisonings,2
Cyprus,2010,Cardiovascular,2714
Cyprus,2010,Kidney_disease,278
Cyprus,2010,Respiratory_diseases,414
Cyprus,2010,Liver_diseases,118
Cyprus,2010,Digestive_diseases,295
Cyprus,2010,Alzheimer_disease,223
Cyprus,2010,Parkinson_disease,74
Cyprus,2011,Meningitis,3
Cyprus,2011,Neoplasms,1843
Cyprus,2011,Malaria,0
Cyprus,2011,Drowning,23
Cyprus,2011,Interpersonal_violence,21
Cyprus,2011,HIV,4
Cyprus,2011,Drug_use_disorders,13
Cyprus,2011,Road_injuries,133
Cyprus,2011,Maternal_disorders,1
Cyprus,2011,Alcohol_use_disorders,8
Cyprus,2011,Diarrheal,15
Cyprus,2011,Nutritional_deficiencies,6
Cyprus,2011,Self.harm,57
Cyprus,2011,Diabetes_mellitus,461
Cyprus,2011,Poisonings,2
Cyprus,2011,Cardiovascular,2672
Cyprus,2011,Kidney_disease,283
Cyprus,2011,Respiratory_diseases,418
Cyprus,2011,Liver_diseases,118
Cyprus,2011,Digestive_diseases,297
Cyprus,2011,Alzheimer_disease,230
Cyprus,2011,Parkinson_disease,74
Cyprus,2012,Meningitis,2
Cyprus,2012,Neoplasms,1892
Cyprus,2012,Malaria,0
Cyprus,2012,Drowning,22
Cyprus,2012,Interpersonal_violence,21
Cyprus,2012,HIV,4
Cyprus,2012,Drug_use_disorders,13
Cyprus,2012,Road_injuries,127
Cyprus,2012,Maternal_disorders,1
Cyprus,2012,Alcohol_use_disorders,8
Cyprus,2012,Diarrheal,16
Cyprus,2012,Nutritional_deficiencies,6
Cyprus,2012,Self.harm,58
Cyprus,2012,Diabetes_mellitus,451
Cyprus,2012,Poisonings,2
Cyprus,2012,Cardiovascular,2651
Cyprus,2012,Kidney_disease,288
Cyprus,2012,Respiratory_diseases,429
Cyprus,2012,Liver_diseases,118
Cyprus,2012,Digestive_diseases,300
Cyprus,2012,Alzheimer_disease,237
Cyprus,2012,Parkinson_disease,75
Cyprus,2013,Meningitis,2
Cyprus,2013,Neoplasms,1952
Cyprus,2013,Malaria,0
Cyprus,2013,Drowning,23
Cyprus,2013,Interpersonal_violence,21
Cyprus,2013,HIV,4
Cyprus,2013,Drug_use_disorders,13
Cyprus,2013,Road_injuries,126
Cyprus,2013,Maternal_disorders,0
Cyprus,2013,Alcohol_use_disorders,8
Cyprus,2013,Diarrheal,17
