Country,Year,Cause_of_Death,Number_of_Deaths
Oman,2014,Alcohol_use_disorders,8
Oman,2014,Diarrheal,37
Oman,2014,Nutritional_deficiencies,41
Oman,2014,Self.harm,114
Oman,2014,Diabetes_mellitus,684
Oman,2014,Poisonings,25
Oman,2014,Cardiovascular,5087
Oman,2014,Kidney_disease,192
Oman,2014,Respiratory_diseases,261
Oman,2014,Liver_diseases,275
Oman,2014,Digestive_diseases,348
Oman,2014,Alzheimer_disease,165
Oman,2014,Parkinson_disease,66
Oman,2016,Meningitis,16
Oman,2016,Neoplasms,1361
Oman,2016,Malaria,0
Oman,2016,Drowning,124
Oman,2016,Interpersonal_violence,31
Oman,2016,HIV,102
Oman,2016,Drug_use_disorders,15
Oman,2016,Road_injuries,2100
Oman,2016,Maternal_disorders,17
Oman,2016,Alcohol_use_disorders,8
Oman,2016,Diarrheal,38
Oman,2016,Nutritional_deficiencies,44
Oman,2016,Self.harm,115
Oman,2016,Diabetes_mellitus,742
Oman,2016,Poisonings,24
Oman,2016,Cardiovascular,5372
Oman,2016,Kidney_disease,209
Oman,2016,Respiratory_diseases,271
Oman,2016,Liver_diseases,286
Oman,2016,Digestive_diseases,362
Oman,2016,Alzheimer_disease,166
Oman,2016,Parkinson_disease,71
Oman,2017,Meningitis,15
Oman,2017,Neoplasms,1387
Oman,2017,Malaria,0
Oman,2017,Drowning,122
Oman,2017,Interpersonal_violence,31
Oman,2017,HIV,105
Oman,2017,Drug_use_disorders,16
Oman,2017,Road_injuries,2109
Oman,2017,Maternal_disorders,16
Oman,2017,Alcohol_use_disorders,8
Oman,2017,Diarrheal,37
Oman,2017,Nutritional_deficiencies,42
Oman,2017,Self.harm,116
Oman,2017,Diabetes_mellitus,744
Oman,2017,Poisonings,25
Oman,2017,Cardiovascular,5372
Oman,2017,Kidney_disease,209
Oman,2017,Respiratory_diseases,267
Oman,2017,Liver_diseases,289
Oman,2017,Digestive_diseases,365
Oman,2017,Alzheimer_disease,164
Oman,2017,Parkinson_disease,68
Oman,2018,Meningitis,14
Oman,2018,Neoplasms,1364
Oman,2018,Malaria,0
Oman,2018,Drowning,118
Oman,2018,Interpersonal_violence,31
Oman,2018,HIV,102
Oman,2018,Drug_use_disorders,16
Oman,2018,Road_injuries,2067
Oman,2018,Maternal_disorders,15
Oman,2018,Alcohol_use_disorders,8
Oman,2018,Diarrheal,36
Oman,2018,Nutritional_deficiencies,39
Oman,2018,Self.harm,116
Oman,2018,Diabetes_mellitus,711
Oman,2018,Poisonings,24
Oman,2018,Cardiovascular,5079
Oman,2018,Kidney_disease,200
Oman,2018,Respiratory_diseases,249
Oman,2018,Liver_diseases,281
Oman,2018,Digestive_diseases,353
Oman,2018,Alzheimer_disease,161
Oman,2018,Parkinson_disease,61
Oman,2019,Meningitis,14
Oman,2019,Neoplasms,1368
Oman,2019,Malaria,0
Oman,2019,Drowning,115
Oman,2019,Interpersonal_violence,30
Oman,2019,HIV,98
Oman,2019,Drug_use_disorders,17
Oman,2019,Road_injuries,2053
Oman,2019,Maternal_disorders,14
Oman,2019,Alcohol_use_disorders,8
Oman,2019,Diarrheal,36
Oman,2019,Nutritional_deficiencies,38
Oman,2019,Self.harm,118
Oman,2019,Diabetes_mellitus,705
Oman,2019,Poisonings,24
Oman,2019,Cardiovascular,4998
Oman,2019,Kidney_disease,199
Oman,2019,Respiratory_diseases,244
Oman,2019,Liver_diseases,279
Oman,2019,Digestive_diseases,350
Oman,2019,Alzheimer_disease,163
Oman,2019,Parkinson_disease,60
Pakistan,2009,Meningitis,25780
Pakistan,2009,Neoplasms,133173
Pakistan,2009,Malaria,4945
Pakistan,2009,Drowning,3325
Pakistan,2009,Interpersonal_violence,13384
Pakistan,2009,HIV,1043
Pakistan,2009,Drug_use_disorders,762
Pakistan,2009,Road_injuries,15877
Pakistan,2009,Maternal_disorders,18007
Pakistan,2009,Alcohol_use_disorders,1665
Pakistan,2009,Diarrheal,99408
Pakistan,2009,Nutritional_deficiencies,14369
Pakistan,2009,Self.harm,13938
Pakistan,2009,Diabetes_mellitus,32859
Pakistan,2009,Poisonings,2484
Pakistan,2009,Cardiovascular,275938
Pakistan,2009,Kidney_disease,33559
Pakistan,2009,Respiratory_diseases,76536
Pakistan,2009,Liver_diseases,37068
Pakistan,2009,Digestive_diseases,53403
Pakistan,2009,Alzheimer_disease,8123
Pakistan,2009,Parkinson_disease,3209
Pakistan,2012,Meningitis,20011
Pakistan,2012,Neoplasms,143873
Pakistan,2012,Malaria,9847
Pakistan,2012,Drowning,3347
Pakistan,2012,Interpersonal_violence,13926
Pakistan,2012,HIV,1775
Pakistan,2012,Drug_use_disorders,822
Pakistan,2012,Road_injuries,16756
Pakistan,2012,Maternal_disorders,17444
Pakistan,2012,Alcohol_use_disorders,1774
Pakistan,2012,Diarrheal,95625
Pakistan,2012,Nutritional_deficiencies,15033
Pakistan,2012,Self.harm,14645
Pakistan,2012,Diabetes_mellitus,36807
Pakistan,2012,Poisonings,2564
Pakistan,2012,Cardiovascular,292618
Pakistan,2012,Kidney_disease,36359
Pakistan,2012,Respiratory_diseases,78053
Pakistan,2012,Liver_diseases,38796
Pakistan,2012,Digestive_diseases,55573
Pakistan,2012,Alzheimer_disease,8665
Pakistan,2012,Parkinson_disease,3427
Pakistan,2014,Meningitis,20300
Pakistan,2014,Neoplasms,154842
Pakistan,2014,Malaria,3275
Pakistan,2014,Drowning,3581
Pakistan,2014,Interpersonal_violence,12315
Pakistan,2014,HIV,2418
Pakistan,2014,Drug_use_disorders,863
Pakistan,2014,Road_injuries,18002
Pakistan,2014,Maternal_disorders,17559
Pakistan,2014,Alcohol_use_disorders,1897
Pakistan,2014,Diarrheal,90732
Pakistan,2014,Nutritional_deficiencies,16120
Pakistan,2014,Self.harm,15758
Pakistan,2014,Diabetes_mellitus,40172
Pakistan,2014,Poisonings,2110
Pakistan,2014,Cardiovascular,307223
Pakistan,2014,Kidney_disease,39008
Pakistan,2014,Respiratory_diseases,79506
Pakistan,2014,Liver_diseases,40482
Pakistan,2014,Digestive_diseases,57615
Pakistan,2014,Alzheimer_disease,9209
Pakistan,2014,Parkinson_disease,3642
Pakistan,2015,Meningitis,20247
Pakistan,2015,Neoplasms,159325
Pakistan,2015,Malaria,3922
Pakistan,2015,Drowning,3680
Pakistan,2015,Interpersonal_violence,12516
Pakistan,2015,HIV,2758
Pakistan,2015,Drug_use_disorders,863
Pakistan,2015,Road_injuries,18341
Pakistan,2015,Maternal_disorders,17280
Pakistan,2015,Alcohol_use_disorders,1943
Pakistan,2015,Diarrheal,88656
Pakistan,2015,Nutritional_deficiencies,16320
Pakistan,2015,Self.harm,16121
Pakistan,2015,Diabetes_mellitus,41745
Pakistan,2015,Poisonings,2141
Pakistan,2015,Cardiovascular,313967
Pakistan,2015,Kidney_disease,40165
Pakistan,2015,Respiratory_diseases,80176
Pakistan,2015,Liver_diseases,40981
Pakistan,2015,Digestive_diseases,58255
Pakistan,2015,Alzheimer_disease,9488
Pakistan,2015,Parkinson_disease,3753
Pakistan,2016,Meningitis,20277
Pakistan,2016,Neoplasms,164509
Pakistan,2016,Malaria,4120
Pakistan,2016,Drowning,3707
Pakistan,2016,Interpersonal_violence,12872
Pakistan,2016,HIV,3072
Pakistan,2016,Drug_use_disorders,866
Pakistan,2016,Road_injuries,18817
Pakistan,2016,Maternal_disorders,17144
Pakistan,2016,Alcohol_use_disorders,1999
Pakistan,2016,Diarrheal,86393
Pakistan,2016,Nutritional_deficiencies,16908
Pakistan,2016,Self.harm,16601
Pakistan,2016,Diabetes_mellitus,43530
Pakistan,2016,Poisonings,2182
Pakistan,2016,Cardiovascular,320769
Pakistan,2016,Kidney_disease,41459
Pakistan,2016,Respiratory_diseases,80844
Pakistan,2016,Liver_diseases,41723
Pakistan,2016,Digestive_diseases,59261
Pakistan,2016,Alzheimer_disease,9821
Pakistan,2016,Parkinson_disease,3871
Pakistan,2010,Meningitis,25486
Pakistan,2010,Neoplasms,136615
Pakistan,2010,Malaria,8828
Pakistan,2010,Drowning,3310
Pakistan,2010,Interpersonal_violence,13706
Pakistan,2010,HIV,1244
Pakistan,2010,Drug_use_disorders,790
Pakistan,2010,Road_injuries,16171
Pakistan,2010,Maternal_disorders,17901
Pakistan,2010,Alcohol_use_disorders,1701
Pakistan,2010,Diarrheal,97611
Pakistan,2010,Nutritional_deficiencies,14289
Pakistan,2010,Self.harm,14138
Pakistan,2010,Diabetes_mellitus,34391
Pakistan,2010,Poisonings,2500
Pakistan,2010,Cardiovascular,281008
Pakistan,2010,Kidney_disease,34575
Pakistan,2010,Respiratory_diseases,76884
Pakistan,2010,Liver_diseases,37671
Pakistan,2010,Digestive_diseases,54116
Pakistan,2010,Alzheimer_disease,8288
Pakistan,2010,Parkinson_disease,3277
Pakistan,2011,Meningitis,25279
Pakistan,2011,Neoplasms,139633
Pakistan,2011,Malaria,9551
Pakistan,2011,Drowning,3278
Pakistan,2011,Interpersonal_violence,13772
Pakistan,2011,HIV,1477
Pakistan,2011,Drug_use_disorders,805
Pakistan,2011,Road_injuries,16381
Pakistan,2011,Maternal_disorders,17702
Pakistan,2011,Alcohol_use_disorders,1734
Pakistan,2011,Diarrheal,96761
Pakistan,2011,Nutritional_deficiencies,14575
Pakistan,2011,Self.harm,14355
Pakistan,2011,Diabetes_mellitus,35429
Pakistan,2011,Poisonings,2505
Pakistan,2011,Cardiovascular,286459
Pakistan,2011,Kidney_disease,35323
Pakistan,2011,Respiratory_diseases,77313
Pakistan,2011,Liver_diseases,38202
Pakistan,2011,Digestive_diseases,54827
Pakistan,2011,Alzheimer_disease,8456
Pakistan,2011,Parkinson_disease,3340
Pakistan,2013,Meningitis,20160
Pakistan,2013,Neoplasms,149631
Pakistan,2013,Malaria,4013
Pakistan,2013,Drowning,3500
Pakistan,2013,Interpersonal_violence,14225
Pakistan,2013,HIV,2075
Pakistan,2013,Drug_use_disorders,852
Pakistan,2013,Road_injuries,17400
Pakistan,2013,Maternal_disorders,17593
Pakistan,2013,Alcohol_use_disorders,1834
Pakistan,2013,Diarrheal,92577
Pakistan,2013,Nutritional_deficiencies,15264
Pakistan,2013,Self.harm,15219
Pakistan,2013,Diabetes_mellitus,38504
Pakistan,2013,Poisonings,2649
Pakistan,2013,Cardiovascular,300309
Pakistan,2013,Kidney_disease,37657
Pakistan,2013,Respiratory_diseases,78672
Pakistan,2013,Liver_diseases,39779
Pakistan,2013,Digestive_diseases,56752
Pakistan,2013,Alzheimer_disease,8920
Pakistan,2013,Parkinson_disease,3537
Pakistan,2017,Meningitis,19712
Pakistan,2017,Neoplasms,169459
Pakistan,2017,Malaria,5195
Pakistan,2017,Drowning,3667
Pakistan,2017,Interpersonal_violence,13009
Pakistan,2017,HIV,3402
Pakistan,2017,Drug_use_disorders,859
Pakistan,2017,Road_injuries,19093
Pakistan,2017,Maternal_disorders,16851
Pakistan,2017,Alcohol_use_disorders,2050
Pakistan,2017,Diarrheal,85201
Pakistan,2017,Nutritional_deficiencies,16934
Pakistan,2017,Self.harm,16948
Pakistan,2017,Diabetes_mellitus,44724
Pakistan,2017,Poisonings,2178
Pakistan,2017,Cardiovascular,327940
Pakistan,2017,Kidney_disease,42412
Pakistan,2017,Respiratory_diseases,81619
Pakistan,2017,Liver_diseases,42871
Pakistan,2017,Digestive_diseases,60809
Pakistan,2017,Alzheimer_disease,10171
Pakistan,2017,Parkinson_disease,4000
Pakistan,2018,Meningitis,18475
Pakistan,2018,Neoplasms,174568
Pakistan,2018,Malaria,4242
Pakistan,2018,Drowning,3527
Pakistan,2018,Interpersonal_violence,13250
Pakistan,2018,HIV,3686
Pakistan,2018,Drug_use_disorders,859
Pakistan,2018,Road_injuries,19142
Pakistan,2018,Maternal_disorders,16328
Pakistan,2018,Alcohol_use_disorders,2090
Pakistan,2018,Diarrheal,80264
Pakistan,2018,Nutritional_deficiencies,15434
Pakistan,2018,Self.harm,17246
Pakistan,2018,Diabetes_mellitus,46204
Pakistan,2018,Poisonings,2121
Pakistan,2018,Cardiovascular,334433
Pakistan,2018,Kidney_disease,43348
Pakistan,2018,Respiratory_diseases,82214
Pakistan,2018,Liver_diseases,43375
Pakistan,2018,Digestive_diseases,61447
Pakistan,2018,Alzheimer_disease,10564
Pakistan,2018,Parkinson_disease,4138
Pakistan,2019,Meningitis,17987
Pakistan,2019,Neoplasms,179773
Pakistan,2019,Malaria,4031
Pakistan,2019,Drowning,3478
Pakistan,2019,Interpersonal_violence,13446
Pakistan,2019,HIV,3949
Pakistan,2019,Drug_use_disorders,867
Pakistan,2019,Road_injuries,19348
Pakistan,2019,Maternal_disorders,16162
Pakistan,2019,Alcohol_use_disorders,2142
Pakistan,2019,Diarrheal,77024
Pakistan,2019,Nutritional_deficiencies,14631
Pakistan,2019,Self.harm,17688
Pakistan,2019,Diabetes_mellitus,47693
Pakistan,2019,Poisonings,2106
Pakistan,2019,Cardiovascular,341108
Pakistan,2019,Kidney_disease,44390
Pakistan,2019,Respiratory_diseases,82758
Pakistan,2019,Liver_diseases,44070
Pakistan,2019,Digestive_diseases,62351
Pakistan,2019,Alzheimer_disease,10960
Pakistan,2019,Parkinson_disease,4273
Palestine,2009,Meningitis,54
Palestine,2009,Neoplasms,1830
Palestine,2009,Malaria,0
Palestine,2009,Drowning,53
Palestine,2009,Interpersonal_violence,214
Palestine,2009,HIV,11
Palestine,2009,Drug_use_disorders,3
Palestine,2009,Road_injuries,324
Palestine,2009,Maternal_disorders,37
Palestine,2009,Alcohol_use_disorders,4
Palestine,2009,Diarrheal,53
Palestine,2009,Nutritional_deficiencies,14
Palestine,2009,Self.harm,76
Palestine,2009,Diabetes_mellitus,687
Palestine,2009,Poisonings,5
Palestine,2009,Cardiovascular,5153
Palestine,2009,Kidney_disease,627
Palestine,2009,Respiratory_diseases,391
Palestine,2009,Liver_diseases,271
Palestine,2009,Digestive_diseases,401
Palestine,2009,Alzheimer_disease,232
Palestine,2009,Parkinson_disease,62
Palestine,2010,Meningitis,51
Palestine,2010,Neoplasms,1921
Palestine,2010,Malaria,0
Palestine,2010,Drowning,49
Palestine,2010,Interpersonal_violence,236
Palestine,2010,HIV,11
Palestine,2010,Drug_use_disorders,3
Palestine,2010,Road_injuries,311
Palestine,2010,Maternal_disorders,34
Palestine,2010,Alcohol_use_disorders,4
Palestine,2010,Diarrheal,52
Palestine,2010,Nutritional_deficiencies,13
Palestine,2010,Self.harm,74
Palestine,2010,Diabetes_mellitus,742
Palestine,2010,Poisonings,5
Palestine,2010,Cardiovascular,5256
Palestine,2010,Kidney_disease,650
Palestine,2010,Respiratory_diseases,397
Palestine,2010,Liver_diseases,283
Palestine,2010,Digestive_diseases,417
Palestine,2010,Alzheimer_disease,242
Palestine,2010,Parkinson_disease,64
Palestine,2011,Meningitis,42
Palestine,2011,Neoplasms,2022
Palestine,2011,Malaria,0
Palestine,2011,Drowning,49
Palestine,2011,Interpersonal_violence,266
Palestine,2011,HIV,11
Palestine,2011,Drug_use_disorders,4
Palestine,2011,Road_injuries,323
Palestine,2011,Maternal_disorders,31
Palestine,2011,Alcohol_use_disorders,5
Palestine,2011,Diarrheal,50
Palestine,2011,Nutritional_deficiencies,13
Palestine,2011,Self.harm,80
Palestine,2011,Diabetes_mellitus,801
Palestine,2011,Poisonings,5
Palestine,2011,Cardiovascular,5342
Palestine,2011,Kidney_disease,657
Palestine,2011,Respiratory_diseases,403
Palestine,2011,Liver_diseases,295
Palestine,2011,Digestive_diseases,432
Palestine,2011,Alzheimer_disease,252
Palestine,2011,Parkinson_disease,66
Palestine,2012,Meningitis,41
Palestine,2012,Neoplasms,2083
Palestine,2012,Malaria,0
Palestine,2012,Drowning,55
Palestine,2012,Interpersonal_violence,316
Palestine,2012,HIV,12
Palestine,2012,Drug_use_disorders,4
Palestine,2012,Road_injuries,363
Palestine,2012,Maternal_disorders,30
Palestine,2012,Alcohol_use_disorders,5
Palestine,2012,Diarrheal,47
Palestine,2012,Nutritional_deficiencies,13
Palestine,2012,Self.harm,92
Palestine,2012,Diabetes_mellitus,817
Palestine,2012,Poisonings,5
Palestine,2012,Cardiovascular,5220
Palestine,2012,Kidney_disease,645
Palestine,2012,Respiratory_diseases,395
Palestine,2012,Liver_diseases,298
Palestine,2012,Digestive_diseases,435
Palestine,2012,Alzheimer_disease,261
Palestine,2012,Parkinson_disease,66
Palestine,2013,Meningitis,37
Palestine,2013,Neoplasms,2185
Palestine,2013,Malaria,0
Palestine,2013,Drowning,58
Palestine,2013,Interpersonal_violence,369
Palestine,2013,HIV,12
Palestine,2013,Drug_use_disorders,5
Palestine,2013,Road_injuries,392
Palestine,2013,Maternal_disorders,28
Palestine,2013,Alcohol_use_disorders,5
Palestine,2013,Diarrheal,43
Palestine,2013,Nutritional_deficiencies,12
Palestine,2013,Self.harm,104
Palestine,2013,Diabetes_mellitus,878
Palestine,2013,Poisonings,5
Palestine,2013,Cardiovascular,5278
Palestine,2013,Kidney_disease,633
Palestine,2013,Respiratory_diseases,401
Palestine,2013,Liver_diseases,307
Palestine,2013,Digestive_diseases,446
Palestine,2013,Alzheimer_disease,272
Palestine,2013,Parkinson_disease,68
Palestine,2014,Meningitis,34
Palestine,2014,Neoplasms,2345
Palestine,2014,Malaria,0
Palestine,2014,Drowning,55
Palestine,2014,Interpersonal_violence,429
Palestine,2014,HIV,12
Palestine,2014,Drug_use_disorders,6
Palestine,2014,Road_injuries,368
Palestine,2014,Maternal_disorders,24
Palestine,2014,Alcohol_use_disorders,6
Palestine,2014,Diarrheal,41
Palestine,2014,Nutritional_deficiencies,12
Palestine,2014,Self.harm,109
Palestine,2014,Diabetes_mellitus,1007
Palestine,2014,Poisonings,5
Palestine,2014,Cardiovascular,5647
Palestine,2014,Kidney_disease,640
Palestine,2014,Respiratory_diseases,430
Palestine,2014,Liver_diseases,320
Palestine,2014,Digestive_diseases,467
Palestine,2014,Alzheimer_disease,286
Palestine,2014,Parkinson_disease,75
Palestine,2016,Meningitis,30
Palestine,2016,Neoplasms,2575
Palestine,2016,Malaria,0
Palestine,2016,Drowning,49
Palestine,2016,Interpersonal_violence,360
Palestine,2016,HIV,13
Palestine,2016,Drug_use_disorders,6
Palestine,2016,Road_injuries,382
Palestine,2016,Maternal_disorders,22
Palestine,2016,Alcohol_use_disorders,6
Palestine,2016,Diarrheal,35
Palestine,2016,Nutritional_deficiencies,12
Palestine,2016,Self.harm,111
Palestine,2016,Diabetes_mellitus,1171
Palestine,2016,Poisonings,5
Palestine,2016,Cardiovascular,6162
Palestine,2016,Kidney_disease,617
Palestine,2016,Respiratory_diseases,453
Palestine,2016,Liver_diseases,333
Palestine,2016,Digestive_diseases,488
Palestine,2016,Alzheimer_disease,308
Palestine,2016,Parkinson_disease,84
Palestine,2015,Meningitis,32
Palestine,2015,Neoplasms,2489
Palestine,2015,Malaria,0
Palestine,2015,Drowning,52
Palestine,2015,Interpersonal_violence,388
Palestine,2015,HIV,12
Palestine,2015,Drug_use_disorders,6
Palestine,2015,Road_injuries,379
Palestine,2015,Maternal_disorders,22
Palestine,2015,Alcohol_use_disorders,6
Palestine,2015,Diarrheal,37
Palestine,2015,Nutritional_deficiencies,12
Palestine,2015,Self.harm,108
Palestine,2015,Diabetes_mellitus,1119
Palestine,2015,Poisonings,5
Palestine,2015,Cardiovascular,5972
Palestine,2015,Kidney_disease,630
Palestine,2015,Respiratory_diseases,450
Palestine,2015,Liver_diseases,328
Palestine,2015,Digestive_diseases,479
Palestine,2015,Alzheimer_disease,298
Palestine,2015,Parkinson_disease,81
Palestine,2017,Meningitis,29
Palestine,2017,Neoplasms,2670
Palestine,2017,Malaria,0
Palestine,2017,Drowning,47
Palestine,2017,Interpersonal_violence,328
Palestine,2017,HIV,13
Palestine,2017,Drug_use_disorders,7
Palestine,2017,Road_injuries,373
Palestine,2017,Maternal_disorders,22
Palestine,2017,Alcohol_use_disorders,6
Palestine,2017,Diarrheal,33
Palestine,2017,Nutritional_deficiencies,12
Palestine,2017,Self.harm,112
Palestine,2017,Diabetes_mellitus,1201
Palestine,2017,Poisonings,5
Palestine,2017,Cardiovascular,6339
Palestine,2017,Kidney_disease,610
Palestine,2017,Respiratory_diseases,459
Palestine,2017,Liver_diseases,339
Palestine,2017,Digestive_diseases,498
Palestine,2017,Alzheimer_disease,315
Palestine,2017,Parkinson_disease,87
Palestine,2018,Meningitis,28
Palestine,2018,Neoplasms,2777
Palestine,2018,Malaria,0
Palestine,2018,Drowning,47
Palestine,2018,Interpersonal_violence,316
Palestine,2018,HIV,13
Palestine,2018,Drug_use_disorders,7
Palestine,2018,Road_injuries,376
Palestine,2018,Maternal_disorders,21
Palestine,2018,Alcohol_use_disorders,6
Palestine,2018,Diarrheal,32
Palestine,2018,Nutritional_deficiencies,12
Palestine,2018,Self.harm,117
Palestine,2018,Diabetes_mellitus,1243
Palestine,2018,Poisonings,5
Palestine,2018,Cardiovascular,6511
Palestine,2018,Kidney_disease,627
Palestine,2018,Respiratory_diseases,473
Palestine,2018,Liver_diseases,347
Palestine,2018,Digestive_diseases,508
Palestine,2018,Alzheimer_disease,320
Palestine,2018,Parkinson_disease,90
Palestine,2019,Meningitis,28
Palestine,2019,Neoplasms,2907
Palestine,2019,Malaria,0
Palestine,2019,Drowning,48
Palestine,2019,Interpersonal_violence,307
Palestine,2019,HIV,14
Palestine,2019,Drug_use_disorders,8
Palestine,2019,Road_injuries,391
Palestine,2019,Maternal_disorders,20
Palestine,2019,Alcohol_use_disorders,7
Palestine,2019,Diarrheal,31
Palestine,2019,Nutritional_deficiencies,12
Palestine,2019,Self.harm,124
Palestine,2019,Diabetes_mellitus,1293
Palestine,2019,Poisonings,5
Palestine,2019,Cardiovascular,6710
Palestine,2019,Kidney_disease,649
Palestine,2019,Respiratory_diseases,488
Palestine,2019,Liver_diseases,359
Palestine,2019,Digestive_diseases,522
Palestine,2019,Alzheimer_disease,326
Palestine,2019,Parkinson_disease,92
Philippines,2009,Meningitis,3210
Philippines,2009,Neoplasms,56646
Philippines,2009,Malaria,395
Philippines,2009,Drowning,4832
Philippines,2009,Interpersonal_violence,14672
Philippines,2009,HIV,5516
Philippines,2009,Drug_use_disorders,200
Philippines,2009,Road_injuries,9509
Philippines,2009,Maternal_disorders,2048
Philippines,2009,Alcohol_use_disorders,912
Philippines,2009,Diarrheal,10882
Philippines,2009,Nutritional_deficiencies,3790
Philippines,2009,Self.harm,3406
Philippines,2009,Diabetes_mellitus,18103
Philippines,2009,Poisonings,201
Philippines,2009,Cardiovascular,157518
Philippines,2009,Kidney_disease,23001
Philippines,2009,Respiratory_diseases,27871
Philippines,2009,Liver_diseases,11188
Philippines,2009,Digestive_diseases,23143
Philippines,2009,Alzheimer_disease,7093
Philippines,2009,Parkinson_disease,1652
Philippines,2010,Meningitis,2928
Philippines,2010,Neoplasms,58356
Philippines,2010,Malaria,341
Philippines,2010,Drowning,4729
Philippines,2010,Interpersonal_violence,14516
Philippines,2010,HIV,5192
Philippines,2010,Drug_use_disorders,204
Philippines,2010,Road_injuries,9653
Philippines,2010,Maternal_disorders,2023
Philippines,2010,Alcohol_use_disorders,923
Philippines,2010,Diarrheal,10349
Philippines,2010,Nutritional_deficiencies,3715
Philippines,2010,Self.harm,3489
Philippines,2010,Diabetes_mellitus,18771
Philippines,2010,Poisonings,194
Philippines,2010,Cardiovascular,161854
Philippines,2010,Kidney_disease,24162
Philippines,2010,Respiratory_diseases,28388
Philippines,2010,Liver_diseases,11457
Philippines,2010,Digestive_diseases,23406
Philippines,2010,Alzheimer_disease,7370
Philippines,2010,Parkinson_disease,1708
Philippines,2011,Meningitis,2846
Philippines,2011,Neoplasms,60414
Philippines,2011,Malaria,140
Philippines,2011,Drowning,4751
Philippines,2011,Interpersonal_violence,14375
Philippines,2011,HIV,5499
Philippines,2011,Drug_use_disorders,210
Philippines,2011,Road_injuries,9826
Philippines,2011,Maternal_disorders,1986
Philippines,2011,Alcohol_use_disorders,937
Philippines,2011,Diarrheal,10136
Philippines,2011,Nutritional_deficiencies,3734
Philippines,2011,Self.harm,3577
Philippines,2011,Diabetes_mellitus,19572
Philippines,2011,Poisonings,191
Philippines,2011,Cardiovascular,166853
Philippines,2011,Kidney_disease,25305
Philippines,2011,Respiratory_diseases,29112
Philippines,2011,Liver_diseases,11735
Philippines,2011,Digestive_diseases,23790
Philippines,2011,Alzheimer_disease,7671
Philippines,2011,Parkinson_disease,1780
Philippines,2012,Meningitis,2902
Philippines,2012,Neoplasms,63191
Philippines,2012,Malaria,92
Philippines,2012,Drowning,4889
Philippines,2012,Interpersonal_violence,14218
Philippines,2012,HIV,5373
Philippines,2012,Drug_use_disorders,221
Philippines,2012,Road_injuries,10096
Philippines,2012,Maternal_disorders,1970
Philippines,2012,Alcohol_use_disorders,955
Philippines,2012,Diarrheal,10035
Philippines,2012,Nutritional_deficiencies,3871
Philippines,2012,Self.harm,3683
Philippines,2012,Diabetes_mellitus,20767
Philippines,2012,Poisonings,192
Philippines,2012,Cardiovascular,172643
Philippines,2012,Kidney_disease,26596
Philippines,2012,Respiratory_diseases,29877
Philippines,2012,Liver_diseases,12081
Philippines,2012,Digestive_diseases,24332
Philippines,2012,Alzheimer_disease,7991
Philippines,2012,Parkinson_disease,1873
Philippines,2013,Meningitis,2726
Philippines,2013,Neoplasms,65965
Philippines,2013,Malaria,89
Philippines,2013,Drowning,4885
Philippines,2013,Interpersonal_violence,14091
Philippines,2013,HIV,5298
Philippines,2013,Drug_use_disorders,234
Philippines,2013,Road_injuries,10296
Philippines,2013,Maternal_disorders,1973
Philippines,2013,Alcohol_use_disorders,972
Philippines,2013,Diarrheal,9590
Philippines,2013,Nutritional_deficiencies,3912
Philippines,2013,Self.harm,3786
Philippines,2013,Diabetes_mellitus,22048
Philippines,2013,Poisonings,192
Philippines,2013,Cardiovascular,177293
Philippines,2013,Kidney_disease,27959
Philippines,2013,Respiratory_diseases,30228
Philippines,2013,Liver_diseases,12407
Philippines,2013,Digestive_diseases,24768
Philippines,2013,Alzheimer_disease,8321
Philippines,2013,Parkinson_disease,1955
Philippines,2014,Meningitis,2653
Philippines,2014,Neoplasms,68477
Philippines,2014,Malaria,23
Philippines,2014,Drowning,4886
Philippines,2014,Interpersonal_violence,14268
Philippines,2014,HIV,5241
Philippines,2014,Drug_use_disorders,248
Philippines,2014,Road_injuries,10582
Philippines,2014,Maternal_disorders,1950
Philippines,2014,Alcohol_use_disorders,1000
Philippines,2014,Diarrheal,9456
Philippines,2014,Nutritional_deficiencies,3938
Philippines,2014,Self.harm,3946
Philippines,2014,Diabetes_mellitus,23285
Philippines,2014,Poisonings,192
Philippines,2014,Cardiovascular,182449
Philippines,2014,Kidney_disease,29284
Philippines,2014,Respiratory_diseases,30755
Philippines,2014,Liver_diseases,12675
Philippines,2014,Digestive_diseases,25245
Philippines,2014,Alzheimer_disease,8611
Philippines,2014,Parkinson_disease,2031
Philippines,2015,Meningitis,2844
Philippines,2015,Neoplasms,71673
Philippines,2015,Malaria,46
Philippines,2015,Drowning,4943
Philippines,2015,Interpersonal_violence,14694
Philippines,2015,HIV,5705
Philippines,2015,Drug_use_disorders,265
Philippines,2015,Road_injuries,10515
Philippines,2015,Maternal_disorders,1976
Philippines,2015,Alcohol_use_disorders,1032
Philippines,2015,Diarrheal,9407
Philippines,2015,Nutritional_deficiencies,3994
Philippines,2015,Self.harm,4138
Philippines,2015,Diabetes_mellitus,24690
Philippines,2015,Poisonings,194
Philippines,2015,Cardiovascular,189416
Philippines,2015,Kidney_disease,30839
Philippines,2015,Respiratory_diseases,31541
Philippines,2015,Liver_diseases,13015
Philippines,2015,Digestive_diseases,25882
Philippines,2015,Alzheimer_disease,8939
Philippines,2015,Parkinson_disease,2133
Philippines,2016,Meningitis,2496
